Course,Green,Tee,CR,SR,Yards
ROYALアウト-ROYALイン,ベント,バック(ツアー1),82.6,155,7063
ROYALアウト-ROYALイン,ベント,バック(ゴールド),81.8,154,6913
ROYALアウト-ROYALイン,ベント,レギュラー(ブルー1),79.4,151,6470
ROYALアウト-ROYALイン,ベント,レギュラー(ブルー2),77.8,149,6176
ROYALアウト-ROYALイン,ベント,フロント(ホワイト1),74.8,143,5736
ROYALアウト-ROYALイン,ベント,フロント(ホワイト2),73.5,140,5450
ROYALアウト-ROYALイン,ベント,フロント(ホワイト3),73.2,139,5397
ROYALアウト-ROYALイン,ベント,レディース(レッド),69.9,131,4810
GRANDアウト-GRANDイン,ベント,バック(ツアー1),81.0,149,6934
GRANDアウト-GRANDイン,ベント,バック(ツアー2),80.8,149,6883
GRANDアウト-GRANDイン,ベント,バック(ゴールド),80.6,148,6846
GRANDアウト-GRANDイン,ベント,レギュラー(ブルー1),78.2,143,6414
GRANDアウト-GRANDイン,ベント,レギュラー(ブルー2),77.3,137,6244
GRANDアウト-GRANDイン,ベント,フロント(ホワイト1),75.0,134,5844
GRANDアウト-GRANDイン,ベント,フロント(ホワイト2),73.9,134,5713
GRANDアウト-GRANDイン,ベント,フロント(ホワイト3),73.9,133,5685
GRANDアウト-GRANDイン,ベント,レディース(レッド),71.1,129,5161
