Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,73.2,142,6798
アウト-イン,ベント,レギュラー,71.7,139,6469
アウト-イン,ベント,フロント,70.2,137,6136
アウト-イン,ベント,シルバー,68.4,134,5700
アウト-イン,ベント,ゴールド,65.7,129,5104
アウト-イン,ベント,レディース,64.6,126,4850
