Course,Green,Tee,CR,SR,Yards
富士-つばめ,Aグリーン,バック,79.3,144,6737
富士-つばめ,Aグリーン,レギュラー,77.2,140,6367
富士-つばめ,Aグリーン,フロント,75.5,136,6054
富士-つばめ,Aグリーン,レディース,73.0,131,5610
富士-つばめ,Bグリーン,バック,77.6,137,6484
富士-つばめ,Bグリーン,レギュラー,75.3,134,6114
富士-つばめ,Bグリーン,フロント,73.5,131,5801
富士-つばめ,Bグリーン,レディース,70.7,127,5357
さくら-富士,Aグリーン,バック,79.2,143,6677
さくら-富士,Aグリーン,レギュラー,76.5,137,6214
さくら-富士,Aグリーン,フロント,74.8,135,5920
さくら-富士,Aグリーン,レディース,72.0,131,5462
さくら-富士,Bグリーン,バック,77.4,137,6417
さくら-富士,Bグリーン,レギュラー,74.7,132,5954
さくら-富士,Bグリーン,フロント,72.9,130,5660
さくら-富士,Bグリーン,レディース,70.3,125,5202
つばめ-さくら,Aグリーン,バック,79.1,139,6706
つばめ-さくら,Aグリーン,レギュラー,76.5,135,6257
つばめ-さくら,Aグリーン,フロント,74.9,132,5976
つばめ-さくら,Aグリーン,レディース,71.8,127,5430
つばめ-さくら,Bグリーン,バック,77.6,137,6473
つばめ-さくら,Bグリーン,レギュラー,75.0,132,6024
つばめ-さくら,Bグリーン,フロント,73.2,130,5743
つばめ-さくら,Bグリーン,レディース,70.2,124,5197
