Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,チャンピオンバック2,79.4,143,7090
アウト-イン,ベント,バック,77.3,138,6705
アウト-イン,ベント,レギュラー,74.7,133,6225
アウト-イン,ベント,レディース1,71.1,127,5613
アウト-イン,ベント,レディース2,69.4,120,5299
