Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,72.3,136,6584
アウト-イン,ベント,レギュラー,70.5,131,6187
アウト-イン,ベント,フロント,69.3,124,5899
アウト-イン,ベント,レディース,65.6,116,5109
