Course,Green,Tee,CR,SR,Yards
ハマナスアウト-ハマナスイン,ベント,チャンピオン,74.1,136,7036
ハマナスアウト-ハマナスイン,ベント,バック,73.3,134,6874
ハマナスアウト-ハマナスイン,ベント,レギュラー,70.8,128,6324
ハマナスアウト-ハマナスイン,ベント,フロント,68.2,122,5745
ハマナスアウト-ハマナスイン,ベント,レディース,66.5,118,5371
ホロカアウト-ホロカイン,ベント,バック,71.9,129,6624
ホロカアウト-ホロカイン,ベント,レギュラー,70.0,124,6195
ホロカアウト-ホロカイン,ベント,フロント,67.0,117,5539
ホロカアウト-ホロカイン,ベント,レディース,66.2,115,5347
