Course,Green,Tee,CR,SR,Yards
中-東,Aグリーン,バック,71.9,130,6628
中-東,Aグリーン,レギュラー,70.0,125,6184
中-東,Aグリーン,フロント,68.4,120,5770
中-東,Bグリーン,バック,71.1,128,6480
中-東,Bグリーン,レギュラー,69.3,123,6036
中-東,Bグリーン,フロント,67.8,118,5625
東-西,Aグリーン,バック,71.6,130,6601
東-西,Aグリーン,レギュラー,70.1,125,6244
東-西,Aグリーン,フロント,68.9,122,5934
東-西,Bグリーン,バック,71.0,128,6514
東-西,Bグリーン,レギュラー,69.6,124,6157
東-西,Bグリーン,フロント,68.4,120,5847
西-中,Aグリーン,バック,71.3,129,6485
西-中,Aグリーン,レギュラー,69.5,123,6054
西-中,Aグリーン,フロント,67.9,118,6640
西-中,Bグリーン,バック,70.5,126,6372
西-中,Bグリーン,レギュラー,68.9,122,5941
西-中,Bグリーン,フロント,67.4,117,5530
