Course,Green,Tee,CR,SR,Yards
日本海-はまなす,エメラルド,バック,73.9,136,7117
日本海-はまなす,エメラルド,レギュラー,72.2,131,6742
日本海-はまなす,エメラルド,フロント,71.2,129,6541
日本海-はまなす,サファイア,バック,72.4,132,6815
日本海-はまなす,サファイア,レギュラー,70.6,127,6444
日本海-はまなす,サファイア,フロント,69.8,124,6243
はまなす-宝達,エメラルド,バック,73.3,135,7025
はまなす-宝達,エメラルド,レギュラー,71.4,129,6621
はまなす-宝達,エメラルド,フロント,70.6,127,6437
はまなす-宝達,サファイア,バック,71.7,130,6726
はまなす-宝達,サファイア,レギュラー,69.9,125,6330
はまなす-宝達,サファイア,フロント,69.2,123,6150
宝達-日本海,エメラルド,バック,73.2,134,6996
宝達-日本海,エメラルド,レギュラー,71.4,129,6603
宝達-日本海,エメラルド,フロント,70.6,127,6422
宝達-日本海,サファイア,バック,71.9,130,6741
宝達-日本海,サファイア,レギュラー,70.1,125,6356
宝達-日本海,サファイア,フロント,69.4,123,6179
