Course,Green,Tee,CR,SR,Yards
アウト-イン,コーライ,トーナメント,73.8,139,6785
アウト-イン,コーライ,バック,73.5,139,6726
アウト-イン,コーライ,レギュラー3,71.5,135,6272
アウト-イン,コーライ,レギュラー1,71.4,135,6263
アウト-イン,コーライ,レギュラー2,71.4,134,6258
アウト-イン,コーライ,フロント1,69.7,132,5882
アウト-イン,コーライ,フロント2,69.4,131,5819
アウト-イン,コーライ,レディース,67.5,127,5374
アウト-イン,ベント,トーナメント,73.2,140,6709
アウト-イン,ベント,バック,73.0,140,6655
アウト-イン,ベント,レギュラー1,70.9,136,6195
アウト-イン,ベント,レギュラー2,70.9,135,6179
アウト-イン,ベント,レギュラー3,70.9,136,6194
アウト-イン,ベント,フロント1,69.2,132,5808
アウト-イン,ベント,フロント2,68.9,131,5736
アウト-イン,ベント,レディース,66.9,127,5265
