Course,Green,Tee,CR,SR,Yards
東-北,ベントA,バック,77.1,139,6777
東-北,ベントA,レギュラー,74.1,131,6216
東-北,ベントA,フロント1,72.8,128,5964
東-北,ベントA,フロント2,68.8,117,5156
東-北,ベントB,バック,76.1,137,6595
東-北,ベントB,レギュラー,73.2,129,6037
東-北,ベントB,フロント1,71.8,125,5785
東-北,ベントB,フロント2,68.1,115,4977
南-東,ベントA,バック,76.4,137,6633
南-東,ベントA,レギュラー,74.4,132,6253
南-東,ベントA,フロント1,73.3,129,6047
南-東,ベントA,フロント2,69.5,119,5291
南-東,ベントB,バック,75.2,134,6403
南-東,ベントB,レギュラー,73.2,129,6025
南-東,ベントB,フロント1,72.1,126,5819
南-東,ベントB,フロント2,68.5,116,5063
北-南,ベントA,バック,76.2,137,6616
北-南,ベントA,レギュラー,73.6,130,6127
北-南,ベントA,フロント1,72.1,126,5849
北-南,ベントA,フロント2,69.1,118,5205
北-南,ベントB,バック,74.9,133,6364
北-南,ベントB,レギュラー,72.3,126,5878
北-南,ベントB,フロント1,70.8,123,5600
北-南,ベントB,フロント2,68.0,115,4956
