Course,Green,Tee,CR,SR,Yards
大磯アウト-大磯イン,Aグリーン,チャンピオン,71.4,129,6584
大磯アウト-大磯イン,Aグリーン,バック,71.2,129,6546
大磯アウト-大磯イン,Aグリーン,レギュラー,69.2,123,6086
大磯アウト-大磯イン,Aグリーン,レディース,68.0,119,5775
大磯アウト-大磯イン,Bグリーン,チャンピオン,70.9,128,6460
大磯アウト-大磯イン,Bグリーン,バック,70.7,127,6422
大磯アウト-大磯イン,Bグリーン,レギュラー,68.8,121,5962
大磯アウト-大磯イン,Bグリーン,レディース,67.6,118,5652
平塚アウト-平塚イン,Aグリーン,チャンピオン,71.2,129,6465
平塚アウト-平塚イン,Aグリーン,バック,71.1,128,6448
平塚アウト-平塚イン,Aグリーン,レギュラー,69.6,124,6090
平塚アウト-平塚イン,Aグリーン,レディース,68.7,121,5863
平塚アウト-平塚イン,Bグリーン,チャンピオン,70.6,127,6338
平塚アウト-平塚イン,Bグリーン,バック,70.5,126,6321
平塚アウト-平塚イン,Bグリーン,レギュラー,69.1,122,5963
平塚アウト-平塚イン,Bグリーン,レディース,68.2,119,5736
