Course,Green,Tee,CR,SR,Yards
アウト-イン,高麗,バック,74.7,132,5929
アウト-イン,高麗,レギュラー,72.7,129,5612
アウト-イン,高麗,フロント1,71.6,127,5413
アウト-イン,高麗,フロント2,71.4,127,5370
アウト-イン,高麗,レディース,66.2,116,4450
アウト-イン,ベント,バック,73.3,129,5692
アウト-イン,ベント,レギュラー,71.5,126,5385
アウト-イン,ベント,フロント1,70.3,124,5201
アウト-イン,ベント,フロント2,70.0,123,5158
アウト-イン,ベント,レディース,64.7,112,4230
