Course,Green,Tee,CR,SR,Yards
万葉アウト-万葉イン,ベント,バック1,78.8,143,6907
万葉アウト-万葉イン,ベント,バック2,78.7,143,6880
万葉アウト-万葉イン,ベント,レギュラー1,76.8,138,6525
万葉アウト-万葉イン,ベント,レギュラー2,75.7,135,6307
万葉アウト-万葉イン,ベント,フロント1,75.1,134,6218
万葉アウト-万葉イン,ベント,フロント2,73.4,129,5912
万葉アウト-万葉イン,ベント,レディース1,73.3,129,5810
万葉アウト-万葉イン,ベント,レディース2,71.9,126,5534
頼成アウト-頼成イン,ベント,バック1,78.1,142,6814
頼成アウト-頼成イン,ベント,バック2,76.4,137,6749
頼成アウト-頼成イン,ベント,レギュラー1,75.9,136,6404
頼成アウト-頼成イン,ベント,レギュラー2,74.2,131,6230
頼成アウト-頼成イン,ベント,フロント1,74.0,131,6048
頼成アウト-頼成イン,ベント,レディース1,72.7,128,5771
頼成アウト-頼成イン,ベント,フロント2,72.4,127,5856
頼成アウト-頼成イン,ベント,レディース2,70.9,123,5405
