Course,Green,Tee,CR,SR,Yards
東-西,メイン,バック,73.0,129,7014
東-西,メイン,レギュラー,71.0,126,6596
東-西,メイン,フロント,69.8,125,6351
東-西,メイン,レディース,65.0,112,5235
東-西,サブ,バック,71.0,128,6635
東-西,サブ,レギュラー,69.2,125,6230
東-西,サブ,フロント,67.9,122,5959
東-西,サブ,レディース,63.2,108,4861
南-東,メイン,バック,71.8,123,6783
南-東,メイン,レギュラー,70.3,121,6486
南-東,メイン,フロント,68.7,119,6155
南-東,メイン,レディース,64.7,110,5247
南-東,サブ,バック,70.1,121,6488
南-東,サブ,レギュラー,68.6,120,6189
南-東,サブ,フロント,67.1,117,5848
南-東,サブ,レディース,63.4,106,4980
西-南,メイン,バック,71.6,125,6687
西-南,メイン,レギュラー,69.9,122,6332
西-南,メイン,フロント,68.5,119,6030
西-南,メイン,レディース,65.3,112,5316
西-南,サブ,バック,69.9,122,6373
西-南,サブ,レギュラー,68.4,119,6029
西-南,サブ,フロント,67.0,117,5731
西-南,サブ,レディース,63.8,109,5025
桜コース OUT-桜コース IN,メイン,バック,70.1,120,6185
桜コース OUT-桜コース IN,メイン,レギュラー,68.3,117,5830
桜コース OUT-桜コース IN,メイン,レディース,64.7,110,5084
桜コース OUT-桜コース IN,サブ,バック,68.9,118,5959
桜コース OUT-桜コース IN,サブ,レギュラー,67.1,115,5604
桜コース OUT-桜コース IN,サブ,レディース,63.6,109,4854
