Course,Green,Tee,CR,SR,Yards
中山OUT-中山IN,ベント/M,バック,71.9,135,6668
中山OUT-中山IN,ベント/M,レギュラー,70.2,132,6331
中山OUT-中山IN,ベント/M,フロント,68.5,127,5965
中山OUT-中山IN,ベント/M,ゴールド,65.8,122,5329
中山OUT-中山IN,ベント/M,レディース,63.7,116,4906
中山OUT-中山IN,ベント/S,バック,71.3,135,6474
中山OUT-中山IN,ベント/S,レギュラー,69.7,132,6200
中山OUT-中山IN,ベント/S,フロント,68.0,126,5819
中山OUT-中山IN,ベント/S,ゴールド,65.1,120,5198
中山OUT-中山IN,ベント/S,レディース,63.1,115,4770
七又OUT-七又IN,ベント/M,バック,71.8,136,6748
七又OUT-七又IN,ベント/M,レギュラー,70.2,132,6422
七又OUT-七又IN,ベント/M,フロント,69.1,130,6194
七又OUT-七又IN,ベント/M,ゴールド,67.4,125,5855
七又OUT-七又IN,ベント/M,レディース,66.5,122,5619
七又OUT-七又IN,ベント/S,バック,71.3,135,6670
七又OUT-七又IN,ベント/S,レギュラー,69.8,132,6343
七又OUT-七又IN,ベント/S,フロント,68.7,129,6118
七又OUT-七又IN,ベント/S,ゴールド,67.2,126,5785
七又OUT-七又IN,ベント/S,レディース,66.1,123,5549
