Course,Green,Tee,CR,SR,Yards
フジザクラ-ハナミズキ,ベント,チャンピオン,80.1,140,6955
フジザクラ-ハナミズキ,ベント,バック,77.8,136,6558
フジザクラ-ハナミズキ,ベント,レギュラー,75.1,131,6101
フジザクラ-ハナミズキ,ベント,フロント,74.6,129,6012
フジザクラ-ハナミズキ,ベント,レディース,70.7,122,5373
ハナミズキ-リンドウ,ベント,チャンピオン,79.8,140,7013
ハナミズキ-リンドウ,ベント,バック,77.4,134,6585
ハナミズキ-リンドウ,ベント,レギュラー,74.8,130,6159
ハナミズキ-リンドウ,ベント,フロント,74.3,127,6060
ハナミズキ-リンドウ,ベント,レディース,70.9,119,5469
リンドウ-フジザクラ,ベント,チャンピオン,79.1,141,6844
リンドウ-フジザクラ,ベント,バック,76.8,136,6445
リンドウ-フジザクラ,ベント,レギュラー,74.3,132,6040
リンドウ-フジザクラ,ベント,フロント,73.5,130,5896
リンドウ-フジザクラ,ベント,レディース,70.2,123,5298
