Course,Green,Tee,CR,SR,Yards
南-東,第1グリーン,バック,78.8,143,7133
南-東,第1グリーン,レギュラー,75.7,135,6532
南-東,第1グリーン,フロント1,71.2,123,5682
南-東,第2グリーン,バック,77.4,140,6876
南-東,第2グリーン,レギュラー,75.3,134,6463
南-東,第2グリーン,フロント1,69.9,120,5430
南-西,第1グリーン,バック,78.6,143,7106
南-西,第1グリーン,レギュラー,75.2,134,6458
南-西,第1グリーン,フロント1,71.8,125,5803
南-西,第2グリーン,バック,76.5,137,6703
南-西,第2グリーン,レギュラー,74.3,132,6278
南-西,第2グリーン,フロント1,69.7,120,5382
西-東,第1グリーン,バック,78.4,142,7061
西-東,第1グリーン,レギュラー,75.8,136,6560
西-東,第1グリーン,フロント1,70.9,123,5633
西-東,第2グリーン,バック,76.9,139,6785
西-東,第2グリーン,レギュラー,74.5,132,6319
西-東,第2グリーン,フロント1,69.7,120,5362
