Course,Green,Tee,CR,SR,Yards
愛宕-御所ノ入,第1グリーン,バック,78.4,142,6519
愛宕-御所ノ入,第1グリーン,レギュラー,76.8,139,6217
愛宕-御所ノ入,第1グリーン,フロント1,75.3,137,5974
愛宕-御所ノ入,第1グリーン,レディース 1,71.9,131,5429
愛宕-御所ノ入,第1グリーン,レディース 2,68.3,124,4811
愛宕-御所ノ入,第2グリーン,バック,77.1,139,6328
愛宕-御所ノ入,第2グリーン,レギュラー,75.4,136,6026
愛宕-御所ノ入,第2グリーン,フロント1,74.0,132,5783
愛宕-御所ノ入,第2グリーン,レディース 1,70.7,126,5238
愛宕-御所ノ入,第2グリーン,レディース 2,67.1,119,4620
御所ノ入-天王,第1グリーン,バック,77.5,143,6333
御所ノ入-天王,第1グリーン,レギュラー,75.8,139,6019
御所ノ入-天王,第1グリーン,フロント1,74.1,137,5762
御所ノ入-天王,第1グリーン,レディース 1,70.9,131,5235
御所ノ入-天王,第1グリーン,レディース 2,67.5,125,4660
御所ノ入-天王,第2グリーン,バック,76.1,138,6133
御所ノ入-天王,第2グリーン,レギュラー,74.3,135,5819
御所ノ入-天王,第2グリーン,フロント1,72.7,132,5562
御所ノ入-天王,第2グリーン,レディース 1,69.5,126,5035
御所ノ入-天王,第2グリーン,レディース 2,66.4,118,4460
天王-愛宕,第1グリーン,バック,76.9,139,6348
天王-愛宕,第1グリーン,レギュラー,75.4,136,6048
天王-愛宕,第1グリーン,フロント1,74.0,133,5812
天王-愛宕,第1グリーン,レディース 1,71.4,128,5324
天王-愛宕,第1グリーン,レディース 2,67.6,122,4693
天王-愛宕,第2グリーン,バック,76.4,136,6281
天王-愛宕,第2グリーン,レギュラー,74.9,134,5981
天王-愛宕,第2グリーン,フロント1,73.5,132,5745
天王-愛宕,第2グリーン,レディース 1,70.8,126,5257
天王-愛宕,第2グリーン,レディース 2,67.3,119,4626
