Course,Green,Tee,CR,SR,Yards
西-東,ベント,バック,74.9,139,7120
西-東,ベント,バック|バック2,74.6,138,7073
西-東,ベント,レギュラー,73.2,134,6755
西-東,ベント,フロント,71.1,131,6322
西-東,ベント,フロント2,70.5,130,6192
西-東,ベント,レディース,68.2,125,5686
西-東,ベント,プラチナ,60.8,108,4072
東-中,ベント,バック,74.8,136,7088
東-中,ベント,バック2|バック,74.5,135,7041
東-中,ベント,レギュラー,73.1,132,6727
東-中,ベント,フロント,71.5,128,6341
東-中,ベント,フロント2,71.2,127,6255
東-中,ベント,レディース,68.2,121,5625
東-中,ベント,プラチナ,61.0,108,4077
中-西,ベント,バック,74.5,136,7102
中-西,ベント,レギュラー,72.9,133,6742
中-西,ベント,フロント,70.8,129,6317
中-西,ベント,フロント2,70.1,128,6165
中-西,ベント,レディース,67.8,123,5655
中-西,ベント,プラチナ,60.8,107,4087
