Course,Green,Tee,CR,SR,Yards
房総(東)アウト-房総(東)イン,ベント,トーナメント,81.6,147,7324
房総(東)アウト-房総(東)イン,ベント,チャンピオン,80.5,144,7107
房総(東)アウト-房総(東)イン,ベント,バック,78.3,140,6701
房総(東)アウト-房総(東)イン,ベント,レギュラー,76.2,135,6296
房総(東)アウト-房総(東)イン,ベント,ゴールド,72.9,128,5685
房総(西)アウト-房総(西)イン,ベント,チャンピオン,78.7,143,6600
房総(西)アウト-房総(西)イン,ベント,バック,76.9,140,6285
房総(西)アウト-房総(西)イン,ベント,レギュラー,74.9,136,5937
房総(西)アウト-房総(西)イン,ベント,ゴールド,71.4,131,5350
房総(西)アウト-房総(西)イン,ベント,グリーン,67.3,124,4653
房総(西)アウト-房総(西)イン,ニューベント,チャンピオン,77.1,141,6362
房総(西)アウト-房総(西)イン,ニューベント,バック,75.3,138,6055
房総(西)アウト-房総(西)イン,ニューベント,レギュラー,73.2,134,5701
房総(西)アウト-房総(西)イン,ニューベント,ゴールド,69.8,129,5121
房総(西)アウト-房総(西)イン,ニューベント,グリーン,65.8,120,4419
大上アウト-大上イン,ベント,チャンピオン,77.4,140,6787
大上アウト-大上イン,ベント,バック,74.7,133,6266
大上アウト-大上イン,ベント,レギュラー,72.6,127,5866
大上アウト-大上イン,ベント,ゴールド,68.7,117,5047
