Course,Green,Tee,CR,SR,Yards
東アウト-東イン,メイン,バック,72.9,130,7050
東アウト-東イン,メイン,レギュラー,70.5,127,6540
東アウト-東イン,メイン,フロント1,67.8,122,5982
東アウト-東イン,メイン,フロント2,65.1,116,5403
東アウト-東イン,メイン,フロント3,64.7,115,5337
東アウト-東イン,サブ,バック,71.6,133,6819
東アウト-東イン,サブ,レギュラー,69.2,130,6309
東アウト-東イン,サブ,フロント1,66.6,124,5751
東アウト-東イン,サブ,フロント2,64.0,118,5174
東アウト-東イン,サブ,フロント3,63.6,117,5108
西アウト-西イン,メイン,フルバック,71.7,128,6754
西アウト-西イン,メイン,バック,71.3,127,6679
西アウト-西イン,メイン,レギュラー,69.4,124,6273
西アウト-西イン,メイン,フロント1,67.4,118,5818
西アウト-西イン,メイン,フロント2,66.7,116,5660
西アウト-西イン,メイン,レディース,66.6,115,5660
西アウト-西イン,サブ,フルバック,70.9,127,6573
西アウト-西イン,サブ,バック,70.4,126,6499
西アウト-西イン,サブ,レギュラー,68.6,123,6095
西アウト-西イン,サブ,フロント1,66.5,117,5627
西アウト-西イン,サブ,フロント2,65.7,116,5469
西アウト-西イン,サブ,レディース,65.5,115,5469
