Course,Green,Tee,CR,SR,Yards
東アウト-東イン(変更後),Aグリーン,バック,73.8,134,7132
東アウト-東イン(変更後),Aグリーン,レギュラー,72.2,130,6791
東アウト-東イン(変更後),Aグリーン,フロント1,70.7,127,6489
東アウト-東イン(変更後),Aグリーン,フロント2,69.0,124,6142
東アウト-東イン(変更後),Aグリーン,レディース,64.6,115,5211
東アウト-東イン(変更後),Bグリーン,バック,72.9,132,6963
東アウト-東イン(変更後),Bグリーン,レギュラー,71.3,129,6636
東アウト-東イン(変更後),Bグリーン,フロント1,69.9,125,6331
東アウト-東イン(変更後),Bグリーン,フロント2,68.2,122,5989
東アウト-東イン(変更後),Bグリーン,レディース,63.9,112,5063
西アウト-西イン(変更後),Aグリーン,バック,73.5,131,7017
西アウト-西イン(変更後),Aグリーン,レギュラー,72.2,129,6725
西アウト-西イン(変更後),Aグリーン,フロント1,70.5,125,6353
西アウト-西イン(変更後),Aグリーン,フロント2,68.6,121,5957
西アウト-西イン(変更後),Aグリーン,レディース,64.6,111,5123
西アウト-西イン(変更後),Bグリーン,バック,73.0,130,6912
西アウト-西イン(変更後),Bグリーン,レギュラー,71.7,128,6620
西アウト-西イン(変更後),Bグリーン,フロント1,69.8,124,6248
西アウト-西イン(変更後),Bグリーン,フロント2,68.0,119,5849
西アウト-西イン(変更後),Bグリーン,レディース,64.1,109,5015
