Course,Green,Tee,CR,SR,Yards
アウト-イン,Aグリーン,バック,74.8,133,6175
アウト-イン,Aグリーン,レギュラー,73.8,131,5997
アウト-イン,Aグリーン,フロント1,73.2,129,5870
アウト-イン,Aグリーン,フロント2,70.6,122,5386
アウト-イン,Bグリーン,バック,74.8,133,6219
アウト-イン,Bグリーン,レギュラー,73.8,131,6041
アウト-イン,Bグリーン,フロント1,73.2,129,5914
アウト-イン,Bグリーン,フロント2,70.6,122,5430
