Course,Green,Tee,CR,SR,Yards
西-東,メイン,バック,77.5,134,6466
西-東,メイン,レギュラー,74.8,129,6003
西-東,メイン,フロント1,72.9,126,5689
西-東,メイン,フロント2,70.1,121,5192
西-東,サブ,バック,75.6,129,6206
西-東,サブ,レギュラー,72.8,125,5748
西-東,サブ,フロント1,71.1,121,5398
西-東,サブ,フロント2,68.4,115,4919
東-中,メイン,バック,76.6,134,6351
東-中,メイン,レギュラー,74.2,129,5920
東-中,メイン,フロント1,72.0,125,5554
東-中,メイン,フロント2,69.3,119,5053
東-中,サブ,バック,75.4,131,6163
東-中,サブ,レギュラー,72.9,126,5734
東-中,サブ,フロント1,70.6,122,5366
東-中,サブ,フロント2,68.0,116,4863
中-西,メイン,バック,74.7,133,6047
中-西,メイン,レギュラー,72.4,129,5645
中-西,メイン,フロント1,70.5,125,5329
中-西,メイン,フロント2,68.4,121,4973
中-西,サブ,バック,73.6,130,5857
中-西,サブ,レギュラー,71.3,126,5460
中-西,サブ,フロント1,69.3,122,5108
中-西,サブ,フロント2,67.4,118,4768
