Course,Green,Tee,CR,SR,Yards
SOUTH-WEST,ベント,バック,82.1,149,7109
SOUTH-WEST,ベント,レギュラー,79.3,146,6604
SOUTH-WEST,ベント,フロント,76.3,138,6074
SOUTH-WEST,ベント,ゴールド,71.7,126,5324
SOUTH-WEST,ベント,レディース,69.3,119,4879
WEST-EAST,ベント,バック,81.5,149,6976
WEST-EAST,ベント,レギュラー,78.7,145,6490
WEST-EAST,ベント,フロント,75.6,137,5977
WEST-EAST,ベント,ゴールド,71.2,127,5278
WEST-EAST,ベント,レディース,68.6,121,4819
EAST-SOUTH,ベント,バック,81.0,148,6961
EAST-SOUTH,ベント,レギュラー,78.2,145,6488
EAST-SOUTH,ベント,フロント,75.1,138,5961
EAST-SOUTH,ベント,ゴールド,70.5,127,5228
EAST-SOUTH,ベント,レディース,68.7,122,4932
