Course,Green,Tee,CR,SR,Yards
東・南 OUT-東・南 IN,Aグリーン,バック,72.9,131,6808
東・南 OUT-東・南 IN,Aグリーン,レギュラー,71.9,129,6579
東・南 OUT-東・南 IN,Aグリーン,フロント,69.4,126,6105
東・南 OUT-東・南 IN,Aグリーン,ゴールド,67.5,121,5684
東・南 OUT-東・南 IN,Aグリーン,レディース,65.3,112,5192
東・南 OUT-東・南 IN,Bグリーン,バック,72.4,130,6658
東・南 OUT-東・南 IN,Bグリーン,レギュラー,71.1,128,6424
東・南 OUT-東・南 IN,Bグリーン,フロント,68.8,124,5953
東・南 OUT-東・南 IN,Bグリーン,ゴールド,66.7,118,5532
東・南 OUT-東・南 IN,Bグリーン,レディース,64.8,111,5103
西 OUT-西 IN,Aグリーン,レギュラー,67.8,124,5684
西 OUT-西 IN,Aグリーン,フロント,66.2,118,5368
西 OUT-西 IN,Aグリーン,ゴールド,65.4,114,5216
西 OUT-西 IN,Aグリーン,レディース,64.0,109,4902
