Course,Green,Tee,CR,SR,Yards
あすなろ-いぬわし,ベント,バック,72.3,132,6817
あすなろ-いぬわし,ベント,レギュラー,70.2,125,6362
あすなろ-いぬわし,ベント,フロント,68.6,121,5950
くろゆり-いぬわし,ベント,バック,71.9,130,6758
くろゆり-いぬわし,ベント,レギュラー,70.0,125,6348
くろゆり-いぬわし,ベント,フロント,68.1,119,6063
あすなろ-くろゆり,ベント,バック,71.8,130,6735
あすなろ-くろゆり,ベント,レギュラー,69.8,124,6290
あすなろ-くろゆり,ベント,フロント,68.5,121,5913
いぬわし-だいにち,ベント,バック,71.3,129,6633
いぬわし-だいにち,ベント,レギュラー,69.6,124,6262
いぬわし-だいにち,ベント,フロント,68.4,120,5951
あすなろ-だいにち,ベント,バック,71.1,128,6610
あすなろ-だいにち,ベント,レギュラー,69.3,123,6204
あすなろ-だいにち,ベント,フロント,67.6,118,5801
くろゆり-だいにち,ベント,バック,70.8,128,6551
くろゆり-だいにち,ベント,レギュラー,69.2,123,6190
くろゆり-だいにち,ベント,フロント,68.3,120,5914
