Course,Green,Tee,CR,SR,Yards
ゲーリーアウト-ゲーリーイン,ベント,バック,73.2,134,7197
ゲーリーアウト-ゲーリーイン,ベント,レギュラー,70.0,125,6558
こぶし-つつじ,コーライ,バック,72.4,134,6851
こぶし-つつじ,コーライ,レギュラー,70.0,130,6335
こぶし-つつじ,コーライ,フロント1,67.9,126,5877
こぶし-つつじ,コーライ,フロント2,66.4,123,5538
こぶし-つつじ,ベント,バック,71.1,132,6615
こぶし-つつじ,ベント,レギュラー,68.8,127,6097
こぶし-つつじ,ベント,フロント1,66.6,123,5644
こぶし-つつじ,ベント,フロント2,65.1,121,5306
つつじ-くすの木,コーライ,バック,72.3,131,6869
つつじ-くすの木,コーライ,レギュラー,69.8,126,6325
つつじ-くすの木,コーライ,フロント1,67.7,122,5866
つつじ-くすの木,コーライ,フロント2,65.6,117,5383
つつじ-くすの木,ベント,バック,71.0,130,6616
つつじ-くすの木,ベント,レギュラー,68.6,124,6073
つつじ-くすの木,ベント,フロント1,66.4,121,5612
つつじ-くすの木,ベント,フロント2,64.3,117,5138
くすの木-こぶし,コーライ,バック,71.9,130,6754
くすの木-こぶし,コーライ,レギュラー,69.8,126,6292
くすの木-こぶし,コーライ,フロント1,67.2,121,5743
くすの木-こぶし,コーライ,フロント2,66.0,118,5453
くすの木-こぶし,ベント,バック,70.9,125,6545
くすの木-こぶし,ベント,レギュラー,68.8,120,6080
くすの木-こぶし,ベント,フロント1,66.2,116,5536
くすの木-こぶし,ベント,フロント2,65.0,113,5256
ゲーリーイン-ゲーリーイン,ベント,フロント1,65.8,112,5442
