Course,Green,Tee,CR,SR,Yards
松-竹,ベントB,バック,72.7,133,6848
松-竹,ベントB,レギュラー,71.0,128,6484
松-竹,ベントB,フロント,69.8,124,6208
松-竹,ベントK,バック,70.8,128,6523
松-竹,ベントK,レギュラー,69.3,123,6159
松-竹,ベントK,フロント,68.3,120,5878
竹-梅,ベントB,バック,72.1,131,6745
竹-梅,ベントB,レギュラー,70.6,127,6397
竹-梅,ベントB,フロント,69.4,123,6136
竹-梅,ベントK,バック,70.5,126,6422
竹-梅,ベントK,レギュラー,69.1,122,6074
竹-梅,ベントK,フロント,68.1,119,5811
梅-松,ベントB,バック,72.0,131,6701
梅-松,ベントB,レギュラー,70.4,126,6347
梅-松,ベントB,フロント,69.6,124,6142
梅-松,ベントK,バック,69.9,125,6299
梅-松,ベントK,レギュラー,68.6,121,5939
梅-松,ベントK,フロント,67.8,118,5735
