Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,フルバック,81.1,143,7292
アウト-イン,ベント,バック,77.5,136,6642
アウト-イン,ベント,レギュラー,75.0,131,6185
アウト-イン,ベント,フロント1,72.7,126,5764
アウト-イン,ベント,レディース,68.7,117,5055
