Course,Green,Tee,CR,SR,Yards
こぶし-つつじ,コーライ,バック,79.3,142,6851
こぶし-つつじ,コーライ,レギュラー,76.4,136,6335
こぶし-つつじ,コーライ,フロント1,73.8,131,5877
こぶし-つつじ,コーライ,フロント2,71.9,127,5538
こぶし-つつじ,ベント,バック,78.0,140,6615
こぶし-つつじ,ベント,レギュラー,75.2,134,6097
こぶし-つつじ,ベント,フロント1,72.6,129,5644
こぶし-つつじ,ベント,フロント2,70.8,124,5306
つつじ-くすの木,コーライ,バック,79.1,142,6869
つつじ-くすの木,コーライ,レギュラー,76.0,136,6325
つつじ-くすの木,コーライ,フロント1,73.5,131,5866
つつじ-くすの木,コーライ,フロント2,70.8,125,5383
つつじ-くすの木,ベント,バック,77.6,141,6616
つつじ-くすの木,ベント,レギュラー,74.7,135,6073
つつじ-くすの木,ベント,フロント1,72.1,130,5612
つつじ-くすの木,ベント,フロント2,69.5,124,5138
ゲーリーアウト-ゲーリーイン,ベント,バック,78.7,143,7197
ゲーリーアウト-ゲーリーイン,ベント,レギュラー,75.1,134,6558
ゲーリーアウト-ゲーリーイン,ベント,フロント1,69.7,120,5442
くすの木-こぶし,コーライ,バック,78.6,137,6754
くすの木-こぶし,コーライ,レギュラー,76.0,131,6292
くすの木-こぶし,コーライ,フロント1,72.9,126,5743
くすの木-こぶし,コーライ,フロント2,71.3,122,5453
くすの木-こぶし,ベント,バック,77.4,137,6545
くすの木-こぶし,ベント,レギュラー,74.9,131,6080
くすの木-こぶし,ベント,フロント1,71.9,125,5536
くすの木-こぶし,ベント,フロント2,70.3,122,5256
