Course,Green,Tee,CR,SR,Yards
松-竹,ベントA,バック,73.3,135,7021
松-竹,ベントA,レギュラー,71.8,130,6695
松-竹,ベントA,フロント,70.3,126,6390
松-竹,ベントB,バック,71.9,130,6713
松-竹,ベントB,レギュラー,70.4,126,6384
松-竹,ベントB,フロント,69.1,122,6097
竹-梅,ベントA,バック,71.1,128,6447
竹-梅,ベントA,レギュラー,69.9,125,6164
竹-梅,ベントA,フロント,68.8,121,5929
竹-梅,ベントB,バック,70.0,125,6182
竹-梅,ベントB,レギュラー,68.8,121,5896
竹-梅,ベントB,フロント,67.8,118,5677
梅-松,ベントA,バック,70.8,128,6430
梅-松,ベントA,レギュラー,69.9,125,6209
梅-松,ベントA,フロント,68.7,121,5965
梅-松,ベントB,バック,69.1,122,6045
梅-松,ベントB,レギュラー,68.4,120,5824
梅-松,ベントB,フロント,67.3,117,5594
