Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,75.4,134,6181
アウト-イン,ベント,レギュラー1,73.0,128,5725
アウト-イン,ベント,レギュラー2,71.8,126,5507
アウト-イン,ベント,レディース,67.9,118,4808
