Course,Green,Tee,CR,SR,Yards
東-中,コーライ,バック,79.6,143,6741
東-中,コーライ,レギュラー,76.7,138,6254
東-中,コーライ,ゴールド,73.8,132,5763
東-中,コーライ,レディース,69.9,124,5088
東-中,ベント,バック,78.3,140,6571
東-中,ベント,レギュラー,75.4,135,6086
東-中,ベント,ゴールド,72.4,127,5572
東-中,ベント,レディース,68.6,120,4920
西-東,コーライ,バック,79.6,145,6686
西-東,コーライ,レギュラー,76.8,140,6204
西-東,コーライ,ゴールド,73.3,134,5608
西-東,コーライ,レディース,70.2,127,5056
西-東,ベント,バック,78.7,144,6553
西-東,ベント,レギュラー,75.8,139,6074
西-東,ベント,ゴールド,72.2,131,5463
西-東,ベント,レディース,68.9,125,4909
中-西,コーライ,バック,79.0,144,6595
中-西,コーライ,レギュラー,76.1,140,6118
中-西,コーライ,ゴールド,73.5,134,5683
中-西,コーライ,レディース,69.9,128,5054
中-西,ベント,バック,78.0,142,6480
中-西,ベント,レギュラー,75.2,136,6006
中-西,ベント,ゴールド,72.6,130,5565
中-西,ベント,レディース,68.9,125,4957
