Course,Green,Tee,CR,SR,Yards
西-南,Aグリーン,BT1,79.5,140,6818
西-南,Aグリーン,BT2,77.8,137,6516
西-南,Aグリーン,RT,76.0,133,6163
西-南,Aグリーン,FT1,73.8,128,5753
西-南,Aグリーン,FT2,71.9,124,5399
西-南,Aグリーン,FT3,70.5,121,5142
西-南,Bグリーン,BT1,78.9,139,6674
西-南,Bグリーン,BT2,77.2,136,6372
西-南,Bグリーン,RT,75.3,131,6008
西-南,Bグリーン,FT1,73.0,127,5600
西-南,Bグリーン,FT2,71.0,123,5240
西-南,Bグリーン,FT3,69.7,120,4998
東-西,Aグリーン,BT1,79.2,140,6700
東-西,Aグリーン,BT2,78.0,138,6467
東-西,Aグリーン,RT,76.2,134,6136
東-西,Aグリーン,FT1,74.0,130,5713
東-西,Aグリーン,FT2,72.6,126,5454
東-西,Aグリーン,FT3,71.4,124,5235
東-西,Bグリーン,BT1,78.3,140,6508
東-西,Bグリーン,BT2,76.8,137,6241
東-西,Bグリーン,RT,75.1,134,5921
東-西,Bグリーン,FT1,73.1,129,5560
東-西,Bグリーン,FT2,71.8,127,5317
東-西,Bグリーン,FT3,70.7,124,5113
南-東,Aグリーン,BT1,79.1,142,6684
南-東,Aグリーン,BT2,77.8,140,6455
南-東,Aグリーン,RT,76.2,136,6139
南-東,Aグリーン,FT1,74.4,132,5778
南-東,Aグリーン,FT2,72.3,128,5413
南-東,Aグリーン,FT3,70.9,124,5155
南-東,Bグリーン,BT1,78.2,141,6514
南-東,Bグリーン,BT2,76.8,138,6251
南-東,Bグリーン,RT,75.2,135,5957
南-東,Bグリーン,FT1,73.5,131,5656
南-東,Bグリーン,FT2,71.6,128,5313
南-東,Bグリーン,FT3,70.2,124,5055
