Course,Green,Tee,CR,SR,Yards
アウト-イン,メインベント,バック,76.9,139,6723
アウト-イン,メインベント,レギュラー,74.2,131,6219
アウト-イン,メインベント,フロント,72.3,126,5796
アウト-イン,メインベント,レディース,69.2,118,5175
アウト-イン,サブベント,バック,75.6,135,6521
アウト-イン,サブベント,レギュラー,72.9,128,6022
アウト-イン,サブベント,フロント,71.0,123,5597
アウト-イン,サブベント,レディース,68.1,115,4976
