Course,Green,Tee,CR,SR,Yards
桜中-竹アウト,ベント|Aグリーン,バック,77.6,137,6581
桜中-竹アウト,ベント|Aグリーン,レギュラー,75.3,133,6164
桜中-竹アウト,ベント|Aグリーン,レディース,69.9,120,5165
桜中-竹アウト,ベント|Bグリーン,バック,77.5,136,6573
桜中-竹アウト,ベント|Bグリーン,レギュラー,75.2,132,6156
桜中-竹アウト,ベント|Bグリーン,レディース,69.7,120,5157
桜東-竹アウト,ベント|Aグリーン,バック,77.6,142,6527
桜東-竹アウト,ベント|Aグリーン,レギュラー,75.6,139,6146
桜東-竹アウト,ベント|Aグリーン,レディース,70.8,127,5255
桜東-竹アウト,ベント|Bグリーン,バック,77.5,141,6519
桜東-竹アウト,ベント|Bグリーン,レギュラー,75.5,137,6138
桜東-竹アウト,ベント|Bグリーン,レディース,70.6,127,5247
桜西-竹アウト,ベント|Aグリーン,バック,77.5,140,6528
桜西-竹アウト,ベント|Aグリーン,レギュラー,75.2,135,6092
桜西-竹アウト,ベント|Aグリーン,レディース,70.5,124,5209
桜西-竹アウト,ベント|Bグリーン,バック,77.4,138,6520
桜西-竹アウト,ベント|Bグリーン,レギュラー,75.1,133,6084
桜西-竹アウト,ベント|Bグリーン,レディース,70.3,124,5201
竹アウト-竹イン,Aグリーン,バック,77.5,141,6588
竹アウト-竹イン,Aグリーン,レギュラー,75.3,136,6154
竹アウト-竹イン,Aグリーン,レディース,70.4,126,5241
竹アウト-竹イン,Bグリーン,バック,77.2,137,6554
竹アウト-竹イン,Bグリーン,レギュラー,74.9,133,6120
竹アウト-竹イン,Bグリーン,レディース,70.0,123,5207
桜中-桜東,ベント,バック,76.4,134,6288
桜中-桜東,ベント,レギュラー,74.5,132,5950
桜中-桜東,ベント,シニア,73.6,130,5794
桜中-桜東,ベント,レディース,70.1,121,5148
桜中-竹イン,ベント|Aグリーン,バック,76.3,133,6349
桜中-竹イン,ベント|Aグリーン,レギュラー,74.2,129,5958
桜中-竹イン,ベント|Aグリーン,レディース,69.7,120,5134
桜中-竹イン,ベント|Bグリーン,バック,76.1,131,6323
桜中-竹イン,ベント|Bグリーン,レギュラー,73.9,128,5932
桜中-竹イン,ベント|Bグリーン,レディース,69.5,117,5108
桜東-桜西,ベント,バック,76.3,137,6235
桜東-桜西,ベント,レギュラー,74.4,133,5878
桜東-桜西,ベント,シニア,73.5,131,5715
桜東-桜西,ベント,レディース,70.7,125,5192
桜東-竹イン,ベント|Aグリーン,バック,76.3,138,6295
桜東-竹イン,ベント|Aグリーン,レギュラー,74.5,135,5940
桜東-竹イン,ベント|Aグリーン,レディース,70.6,127,5224
桜東-竹イン,ベント|Bグリーン,バック,76.1,136,6269
桜東-竹イン,ベント|Bグリーン,レギュラー,74.2,133,5914
桜東-竹イン,ベント|Bグリーン,レディース,70.4,124,5198
桜西-桜中,ベント,バック,76.3,132,6289
桜西-桜中,ベント,レギュラー,74.1,128,5896
桜西-桜中,ベント,シニア,73.9,127,5859
桜西-桜中,ベント,レディース,69.8,118,5102
桜西-竹イン,ベント|Aグリーン,バック,76.2,136,6296
桜西-竹イン,ベント|Aグリーン,レギュラー,74.1,131,5886
桜西-竹イン,ベント|Aグリーン,レディース,70.3,123,5178
桜西-竹イン,ベント|Bグリーン,バック,76.0,133,6270
桜西-竹イン,ベント|Bグリーン,レギュラー,73.8,129,5860
桜西-竹イン,ベント|Bグリーン,レディース,70.1,121,5152
