Course,Green,Tee,CR,SR,Yards
南-東,Aグリーン,バック,77.2,135,6292
南-東,Aグリーン,レギュラー,75.1,131,5931
南-東,Aグリーン,フロント1,71.8,124,5327
南-東,Bグリーン,バック,75.5,131,5994
南-東,Bグリーン,レギュラー,73.5,127,5651
南-東,Bグリーン,フロント1,70.0,120,5023
西-南,Aグリーン,バック,76.8,134,6183
西-南,Aグリーン,レギュラー,75.1,131,5905
西-南,Aグリーン,フロント1,72.3,125,5408
西-南,Bグリーン,バック,75.4,129,5964
西-南,Bグリーン,レギュラー,73.8,125,5686
西-南,Bグリーン,フロント1,70.8,119,5170
東-西,Aグリーン,バック,75.4,132,6009
東-西,Aグリーン,レギュラー,73.8,129,5734
東-西,Aグリーン,フロント1,71.5,124,5319
東-西,Bグリーン,バック,74.5,129,5868
東-西,Bグリーン,レギュラー,73.1,126,5611
東-西,Bグリーン,フロント1,70.6,122,5191
