Course,Green,Tee,CR,SR,Yards
富士-箱根,Aグリーン,バック,78.4,136,6587
富士-箱根,Aグリーン,フロント,76.3,131,6207
富士-箱根,Aグリーン,レディース,72.1,122,5454
富士-箱根,Bグリーン|Aグリーン,バック,77.1,132,6357
富士-箱根,Bグリーン|Aグリーン,フロント,75.0,128,5977
富士-箱根,Bグリーン|Aグリーン,レディース,70.8,119,5224
富士-箱根,Aグリーン|Bグリーン,バック,76.7,132,6331
富士-箱根,Aグリーン|Bグリーン,フロント,74.6,128,5951
富士-箱根,Aグリーン|Bグリーン,レディース,70.4,118,5198
富士-箱根,Bグリーン,バック,75.4,129,6101
富士-箱根,Bグリーン,フロント,73.3,125,5721
富士-箱根,Bグリーン,レディース,69.1,115,4968
富士-丹沢,Aグリーン,バック,75.6,133,6168
富士-丹沢,Aグリーン,フロント,73.5,128,5782
富士-丹沢,Aグリーン,レディース,69.9,120,5128
富士-丹沢,Aグリーン|Bグリーン,バック,74.6,129,6003
富士-丹沢,Aグリーン|Bグリーン,フロント,72.5,125,5617
富士-丹沢,Aグリーン|Bグリーン,レディース,68.8,117,4963
富士-丹沢,Bグリーン|Aグリーン,バック,74.3,129,5938
富士-丹沢,Bグリーン|Aグリーン,フロント,72.2,125,5552
富士-丹沢,Bグリーン|Aグリーン,レディース,68.6,117,4898
富士-丹沢,Bグリーン,バック,73.3,126,5773
富士-丹沢,Bグリーン,フロント,71.2,122,5387
富士-丹沢,Bグリーン,レディース,67.5,114,4733
箱根-丹沢,Aグリーン,バック,75.2,131,6039
箱根-丹沢,Aグリーン,フロント,73.4,128,5723
箱根-丹沢,Aグリーン,レディース,70.0,120,5100
箱根-丹沢,Aグリーン|Bグリーン,バック,74.2,128,5874
箱根-丹沢,Aグリーン|Bグリーン,フロント,72.4,125,5558
箱根-丹沢,Aグリーン|Bグリーン,レディース,68.9,117,4935
箱根-丹沢,Bグリーン|Aグリーン,バック,73.5,128,5783
箱根-丹沢,Bグリーン|Aグリーン,フロント,71.7,125,5467
箱根-丹沢,Bグリーン|Aグリーン,レディース,68.3,117,4844
箱根-丹沢,Bグリーン,バック,72.5,124,5618
箱根-丹沢,Bグリーン,フロント,70.7,121,5302
箱根-丹沢,Bグリーン,レディース,67.2,114,4679
