Course,Green,Tee,CR,SR,Yards
東-南,Aグリーン,バック,69.2,128,5848
東-南,Aグリーン,レギュラー,67.9,124,5577
東-南,Aグリーン,フロント,63.4,113,4616
東-南,Bグリーン,バック,67.5,124,5541
東-南,Bグリーン,レギュラー,66.2,121,5273
東-南,Bグリーン,フロント,61.8,107,4300
西-東,Aグリーン,バック,68.5,121,5644
西-東,Aグリーン,レギュラー,67.0,115,5340
西-東,Aグリーン,フロント,64.1,109,4760
西-東,Bグリーン,バック,67.0,120,5412
西-東,Bグリーン,レギュラー,65.5,117,5111
西-東,Bグリーン,フロント,62.8,108,4528
南-西,Aグリーン,バック,67.1,120,5376
南-西,Aグリーン,レギュラー,65.9,115,5131
南-西,Aグリーン,フロント,62.1,106,4336
南-西,Bグリーン,バック,65.7,116,5153
南-西,Bグリーン,レギュラー,64.5,113,4908
南-西,Bグリーン,フロント,61.0,103,4106
