Course,Green,Tee,CR,SR,Yards
アウト-イン,メインベント,バック,77.7,138,6610
アウト-イン,メインベント,レギュラー,76.1,134,6276
アウト-イン,メインベント,フロント1,75.0,132,6073
アウト-イン,メインベント,フロント2,74.5,131,5988
アウト-イン,メインベント,フロント3,74.4,131,5967
アウト-イン,メインベント,レディース1,72.1,126,5567
アウト-イン,メインベント,レディース2,70.1,122,5179
アウト-イン,メインベント,ピンク,66.8,118,4630
アウト-イン,サブベント,バック,76.6,138,6265
アウト-イン,サブベント,レギュラー,74.8,134,5937
アウト-イン,サブベント,フロント1,73.5,132,5743
アウト-イン,サブベント,フロント2,72.9,131,5656
アウト-イン,サブベント,フロント3,72.8,131,5635
アウト-イン,サブベント,レディース1,70.5,126,5244
アウト-イン,サブベント,レディース2,68.7,121,4866
アウト-イン,サブベント,ピンク,66.1,116,4440
