Course,Green,Tee,CR,SR,Yards
伊豆-愛鷹Par37,Aグリーン,バック,72.2,131,6702
伊豆-愛鷹Par37,Aグリーン,レギュラー,70.1,125,6265
伊豆-愛鷹Par37,Aグリーン,フロント,67.0,116,5446
伊豆-愛鷹Par37,Bグリーン,バック,71.4,129,6552
伊豆-愛鷹Par37,Bグリーン,レギュラー,69.6,124,6123
伊豆-愛鷹Par37,Bグリーン,フロント,66.6,115,5302
伊豆-愛鷹,Aグリーン,バック,72.0,131,6659
伊豆-愛鷹,Aグリーン,レギュラー,70.0,125,6227
伊豆-愛鷹,Aグリーン,フロント,66.7,115,5351
伊豆-愛鷹,Bグリーン,バック,71.2,129,6509
伊豆-愛鷹,Bグリーン,レギュラー,69.4,123,6085
伊豆-愛鷹,Bグリーン,フロント,66.1,114,5207
愛鷹Par37-駿河Par36,Aグリーン,バック,70.7,127,6382
愛鷹Par37-駿河Par36,Aグリーン,レギュラー,69.3,123,6021
愛鷹Par37-駿河Par36,Aグリーン,フロント,66.7,115,5326
愛鷹Par37-駿河Par36,Bグリーン,バック,70.0,125,6246
愛鷹Par37-駿河Par36,Bグリーン,レギュラー,68.7,121,5893
愛鷹Par37-駿河Par36,Bグリーン,フロント,66.2,114,5196
愛鷹-駿河,Aグリーン,バック,70.3,126,6293
愛鷹-駿河,Aグリーン,レギュラー,68.9,122,5915
愛鷹-駿河,Aグリーン,フロント,65.8,112,5082
愛鷹-駿河,Bグリーン,バック,69.6,124,6157
愛鷹-駿河,Bグリーン,レギュラー,68.3,120,5787
愛鷹-駿河,Bグリーン,フロント,65.4,111,4952
伊豆-駿河Par36,Aグリーン,バック,70.1,125,6226
伊豆-駿河Par36,Aグリーン,レギュラー,68.9,122,5878
伊豆-駿河Par36,Aグリーン,フロント,66.2,114,5126
伊豆-駿河Par36,Bグリーン,バック,69.8,124,6146
伊豆-駿河Par36,Bグリーン,レギュラー,68.5,121,5798
伊豆-駿河Par36,Bグリーン,フロント,65.8,112,5046
伊豆-駿河,Aグリーン,バック,70.0,125,6180
伊豆-駿河,Aグリーン,レギュラー,68.6,121,5810
伊豆-駿河,Aグリーン,フロント,65.6,112,4977
伊豆-駿河,Bグリーン,バック,69.6,124,6100
伊豆-駿河,Bグリーン,レギュラー,68.2,119,5730
伊豆-駿河,Bグリーン,フロント,65.3,111,4897
