Course,Green,Tee,CR,SR,Yards
奥多摩OUT-奥多摩IN,Aグリーン,バック,78.3,140,6512
奥多摩OUT-奥多摩IN,Aグリーン,レギュラー,76.0,135,6059
奥多摩OUT-奥多摩IN,Aグリーン,フロント1,74.4,133,5773
奥多摩OUT-奥多摩IN,Aグリーン,レディース1,72.1,127,5337
奥多摩OUT-奥多摩IN,Aグリーン,レディース2,66.4,116,4286
奥多摩OUT-奥多摩IN,Bグリーン,バック,76.4,137,6213
奥多摩OUT-奥多摩IN,Bグリーン,レギュラー,74.0,131,5760
奥多摩OUT-奥多摩IN,Bグリーン,フロント1,72.5,128,5474
奥多摩OUT-奥多摩IN,Bグリーン,レディース1,70.1,123,5029
奥多摩OUT-奥多摩IN,Bグリーン,レディース2,64.5,110,3978
草花OUT-草花IN,Aグリーン,バック,77.8,132,6601
草花OUT-草花IN,Aグリーン,レギュラー,74.9,128,6103
草花OUT-草花IN,Aグリーン,フロント1,72.8,125,5730
草花OUT-草花IN,Aグリーン,フロント2,72.0,123,5612
草花OUT-草花IN,Bグリーン,バック,77.2,134,6484
草花OUT-草花IN,Bグリーン,レギュラー,74.4,129,5989
草花OUT-草花IN,Bグリーン,フロント1,72.2,126,5618
草花OUT-草花IN,Bグリーン,フロント2,71.5,124,5497
