Course,Green,Tee,CR,SR,Yards
房総(東)アウト-房総(東)イン,ベント,トーナメント,74.2,136,7324
房総(東)アウト-房総(東)イン,ベント,チャンピオン,73.4,134,7107
房総(東)アウト-房総(東)イン,ベント,バック,71.5,131,6701
房総(東)アウト-房総(東)イン,ベント,レギュラー,69.8,127,6296
房総(東)アウト-房総(東)イン,ベント,ゴールド,67.0,122,5685
大上アウト-大上イン,ベント,チャンピオン,72.2,131,6787
大上アウト-大上イン,ベント,バック,69.8,124,6266
大上アウト-大上イン,ベント,レギュラー,68.3,120,5866
大上アウト-大上イン,ベント,ゴールド,65.5,111,5047
房総(西)アウト-房総(西)イン,ベント,チャンピオン,71.8,132,6600
房総(西)アウト-房総(西)イン,ベント,バック,70.2,131,6285
房総(西)アウト-房総(西)イン,ベント,レギュラー,68.5,128,5937
房総(西)アウト-房総(西)イン,ベント,ゴールド,66.0,120,5350
房総(西)アウト-房総(西)イン,ベント,グリーン,62.8,111,4653
房総(西)アウト-房総(西)イン,ニューベント,チャンピオン,70.7,130,6362
房総(西)アウト-房総(西)イン,ニューベント,バック,69.1,128,6055
房総(西)アウト-房総(西)イン,ニューベント,レギュラー,67.4,124,5701
房総(西)アウト-房総(西)イン,ニューベント,ゴールド,64.8,116,5121
房総(西)アウト-房総(西)イン,ニューベント,グリーン,61.6,108,4419
