Course,Green,Tee,CR,SR,Yards
さくら草アウト-さくら草イン,コーライ,フルバック,78.1,134,6683
さくら草アウト-さくら草イン,コーライ,バック,76.6,131,6413
さくら草アウト-さくら草イン,コーライ,レギュラー,74.9,127,6098
さくら草アウト-さくら草イン,コーライ,フロント1,70.1,117,5287
さくら草アウト-さくら草イン,コーライ,レディース,67.1,111,4772
さくら草アウト-さくら草イン,ベント,フルバック,77.9,134,6667
さくら草アウト-さくら草イン,ベント,バック,76.4,130,6397
さくら草アウト-さくら草イン,ベント,レギュラー,74.6,126,6082
さくら草アウト-さくら草イン,ベント,フロント1,70.0,117,5273
さくら草アウト-さくら草イン,ベント,レディース,67.1,111,4752
なの花アウト-なの花イン,ベント,バック,74.1,122,5912
なの花アウト-なの花イン,ベント,レギュラー,72.1,118,5580
なの花アウト-なの花イン,ベント,フロント1,69.5,113,5134
なの花アウト-なの花イン,ベント,レディース,67.9,110,4892
なの花アウト-なの花イン,コーライ,バック,73.7,121,5874
なの花アウト-なの花イン,コーライ,レギュラー,71.7,117,5532
なの花アウト-なの花イン,コーライ,フロント1,69.1,112,5082
なの花アウト-なの花イン,コーライ,レディース,67.6,110,4844
