Course,Green,Tee,CR,SR,Yards
西-北,右グリーン,バック,72.6,126,6958
西-北,右グリーン,レギュラー,71.3,122,6608
西-北,右グリーン,フロント1,68.7,120,6169
西-北,右グリーン,フロント2,63.8,108,5023
西-北,左グリーン,バック,72.3,127,6902
西-北,左グリーン,レギュラー,70.9,124,6549
西-北,左グリーン,フロント1,68.5,120,6110
西-北,左グリーン,フロント2,63.6,108,4954
北-東,右グリーン,バック,70.9,121,6475
北-東,右グリーン,レギュラー,70.1,118,6251
北-東,右グリーン,フロント1,68.0,115,5900
北-東,右グリーン,フロント2,63.6,106,4911
北-東,左グリーン,バック,70.8,122,6483
北-東,左グリーン,レギュラー,70.1,119,6256
北-東,左グリーン,フロント1,68.1,115,5905
北-東,左グリーン,フロント2,63.8,106,4906
東-西,左グリーン,バック,70.5,123,6441
東-西,左グリーン,レギュラー,69.4,121,6207
東-西,左グリーン,フロント1,67.2,118,5763
東-西,左グリーン,フロント2,63.4,107,4960
東-西,右グリーン,バック,70.1,123,6357
東-西,右グリーン,レギュラー,69.0,121,6123
東-西,右グリーン,フロント1,66.7,117,5679
東-西,右グリーン,フロント2,63.0,106,4876
