Course,Green,Tee,CR,SR,Yards
さくら-やしお,コーライ,バック,71.6,127,6597
さくら-やしお,コーライ,レギュラー,70.0,124,6277
さくら-やしお,コーライ,フロント1,69.0,121,6033
さくら-やしお,コーライ,フロント2,67.9,118,5807
さくら-やしお,コーライ,レディース,63.9,110,4981
さくら-やしお,ベント,バック,70.3,121,6366
さくら-やしお,ベント,レギュラー,68.8,117,6046
さくら-やしお,ベント,フロント1,67.6,115,5802
さくら-やしお,ベント,フロント2,66.6,113,5576
さくら-やしお,ベント,レディース,62.8,104,4756
やしお-さぎそう,コーライ,バック,71.2,127,6462
やしお-さぎそう,コーライ,レギュラー,69.7,124,6159
やしお-さぎそう,コーライ,フロント1,68.7,121,5916
やしお-さぎそう,コーライ,フロント2,67.5,119,5692
やしお-さぎそう,コーライ,レディース,63.7,110,4896
やしお-さぎそう,ベント,バック,70.1,120,6272
やしお-さぎそう,ベント,レギュラー,68.8,117,5969
やしお-さぎそう,ベント,フロント1,67.7,114,5726
やしお-さぎそう,ベント,フロント2,66.6,112,5502
やしお-さぎそう,ベント,レディース,62.8,104,4712
さぎそう-さくら,コーライ,バック,70.4,123,6275
さぎそう-さくら,コーライ,レギュラー,68.9,121,5978
さぎそう-さくら,コーライ,フロント1,68.1,118,5795
さぎそう-さくら,コーライ,フロント2,67.2,116,5621
さぎそう-さくら,コーライ,レディース,63.6,107,4881
さぎそう-さくら,ベント,バック,70.0,119,6214
さぎそう-さくら,ベント,レギュラー,68.6,116,5917
さぎそう-さくら,ベント,フロント1,67.7,114,5734
さぎそう-さくら,ベント,フロント2,66.8,113,5560
さぎそう-さくら,ベント,レディース,63.2,104,4820
