Course,Green,Tee,CR,SR,Yards
キングアウト-キングイン,A-Green,バック,80.0,140,7011
キングアウト-キングイン,A-Green,レギュラー,78.1,137,6678
キングアウト-キングイン,A-Green,フロント1,75.8,132,6296
キングアウト-キングイン,A-Green,フロント2,71.6,124,5579
キングアウト-キングイン,B-Green,バック,78.7,138,6734
キングアウト-キングイン,B-Green,レギュラー,76.7,135,6401
キングアウト-キングイン,B-Green,フロント1,74.4,130,6019
キングアウト-キングイン,B-Green,フロント2,70.0,122,5306
クィーンアウト-クィーンイン,A-Green,バック,77.8,136,6579
クィーンアウト-クィーンイン,A-Green,レギュラー,75.4,130,6208
クィーンアウト-クィーンイン,A-Green,フロント1,73.5,128,5907
クィーンアウト-クィーンイン,A-Green,フロント2,71.7,125,5620
クィーンアウト-クィーンイン,B-Green,バック,76.4,133,6400
クィーンアウト-クィーンイン,B-Green,レギュラー,74.2,128,6029
クィーンアウト-クィーンイン,B-Green,フロント1,72.3,124,5738
クィーンアウト-クィーンイン,B-Green,フロント2,70.5,122,5441
