Course,Green,Tee,CR,SR,Yards
東アウト-東イン,ベント,バック,76.4,137,6513
東アウト-東イン,ベント,レギュラー,74.7,133,6188
東アウト-東イン,ベント,フロント1,72.7,128,5805
東アウト-東イン,ベント,フロント2,70.8,123,5443
東アウト-東イン,コーライ,バック,74.2,131,6112
東アウト-東イン,コーライ,レギュラー,72.5,127,5787
東アウト-東イン,コーライ,フロント1,70.5,122,5404
東アウト-東イン,コーライ,フロント2,68.9,117,5042
西アウト-西イン,ベント,バック,75.3,134,6272
西アウト-西イン,ベント,レギュラー,73.9,131,6007
西アウト-西イン,ベント,フロント1,72.1,126,5674
西アウト-西イン,ベント,フロント2,70.6,122,5384
西アウト-西イン,コーライ,バック,73.2,129,5882
西アウト-西イン,コーライ,レギュラー,71.8,125,5617
西アウト-西イン,コーライ,フロント1,70.1,120,5284
西アウト-西イン,コーライ,フロント2,68.9,117,4994
