Course,Green,Tee,CR,SR,Yards
北-南,ベント(右),バック,71.4,129,6747
北-南,ベント(右),レギュラー,69.8,124,6361
北-南,ベント(右),フロント,68.2,119,5912
北-南,ベント(左),バック,70.0,125,6472
北-南,ベント(左),レギュラー,68.6,121,6088
北-南,ベント(左),フロント,67.0,116,6560
東-北,ベント(右),バック,71.1,128,6597
東-北,ベント(右),レギュラー,69.6,124,6234
東-北,ベント(右),フロント,67.9,118,5775
東-北,ベント(左),バック,69.7,124,6321
東-北,ベント(左),レギュラー,68.3,120,5961
東-北,ベント(左),フロント,66.7,115,5520
南-東,ベント(右),バック,70.9,128,6596
南-東,ベント(右),レギュラー,69.4,123,6231
南-東,ベント(右),フロント,67.9,118,5835
南-東,ベント(左),バック,69.3,123,6249
南-東,ベント(左),レギュラー,67.9,118,5887
南-東,ベント(左),フロント,66.5,115,5506
