Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,レギュラー1,77.2,138,6500
アウト-イン,ベント,レギュラー2,75.5,137,6189
アウト-イン,ベント,フロント,72.2,130,5604
アウト-イン,ベント,レディース,69.5,124,5125
