Course,Green,Tee,CR,SR,Yards
アウト-イン,コーライ,バック,77.7,141,6872
アウト-イン,コーライ,レギュラー,75.9,136,6523
アウト-イン,コーライ,フロント1,74.6,133,6280
アウト-イン,コーライ,フロント2,70.3,121,5456
アウト-イン,ベント,バック,77.2,139,6733
アウト-イン,ベント,レギュラー,75.4,134,6384
アウト-イン,ベント,フロント1,74.1,131,6141
アウト-イン,ベント,フロント2,69.9,120,5317
