Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,アスリート,71.4,130,6554
アウト-イン,ベント,バック,71.0,128,6456
アウト-イン,ベント,レギュラー,68.3,124,5954
アウト-イン,ベント,シルバー,66.9,122,5695
アウト-イン,ベント,ゴールド,64.7,116,5232
アウト-イン,ベント,レディース,64.2,115,5127
