Course,Green,Tee,CR,SR,Yards
松-竹,ベントメイン,バック,79.4,151,6807
松-竹,ベントメイン,レギュラー,77.5,147,6477
松-竹,ベントメイン,フロント1,75.8,144,6172
松-竹,ベントメイン,レディース1,73.2,138,5728
松-竹,ベントメイン,レディース2,71.3,135,5408
松-竹,ベントサブ,バック,77.8,148,6548
松-竹,ベントサブ,レギュラー,75.9,142,6219
松-竹,ベントサブ,フロント1,74.2,139,5916
松-竹,ベントサブ,レディース1,71.6,134,5471
松-竹,ベントサブ,レディース2,69.7,131,5150
竹-梅,ベントメイン,バック,77.4,147,6401
竹-梅,ベントメイン,レギュラー,75.8,144,6111
竹-梅,ベントメイン,フロント1,73.7,139,5718
竹-梅,ベントメイン,レディース1,71.2,134,5272
竹-梅,ベントメイン,レディース2,68.9,129,4853
竹-梅,ベントサブ,バック,75.7,144,6192
竹-梅,ベントサブ,レギュラー,74.1,141,5904
竹-梅,ベントサブ,フロント1,72.0,137,5509
竹-梅,ベントサブ,レディース1,69.5,131,5067
竹-梅,ベントサブ,レディース2,66.9,126,4600
梅-松,ベントメイン,バック,76.4,143,6288
梅-松,ベントメイン,レギュラー,74.7,139,5998
梅-松,ベントメイン,フロント1,72.9,135,5628
梅-松,ベントメイン,レディース1,70.8,130,5228
梅-松,ベントメイン,レディース2,69.8,128,5073
梅-松,ベントサブ,バック,74.7,143,6072
梅-松,ベントサブ,レギュラー,73.0,138,5783
梅-松,ベントサブ,フロント1,71.2,134,5415
梅-松,ベントサブ,レディース1,69.1,129,5020
梅-松,ベントサブ,レディース2,67.8,127,4816
