Course,Green,Tee,CR,SR,Yards
アウト-イン,ベントメイン,バック,71.5,129,6718
アウト-イン,ベントメイン,レギュラー,70.0,125,6356
アウト-イン,ベントメイン,フロント1,68.2,119,5893
アウト-イン,ベントサブ,バック,70.9,128,6538
アウト-イン,ベントサブ,レギュラー,69.3,123,6176
アウト-イン,ベントサブ,フロント1,67.6,118,5713
