Course,Green,Tee,CR,SR,Yards
東-西,ベント(NEW,バック,72.3,129,6752
東-西,ベント(NEW,レギュラー,70.8,128,6426
東-西,ベント(NEW,フロント,69.7,125,6215
東-西,ベント(NEW,アナザー,67.7,122,5792
東-西,ベント(NEW,レディース,67.7,122,5792
東-西,ベント(OLD,バック,71.6,128,6607
東-西,ベント(OLD,レギュラー,70.1,126,6287
東-西,ベント(OLD,フロント,69.4,121,6090
東-西,ベント(OLD,アナザー,67.2,120,5667
東-西,ベント(OLD,レディース,67.2,120,5667
西-中,ベント(NEW,バック,72.2,128,6675
西-中,ベント(NEW,レギュラー,70.8,126,6379
西-中,ベント(NEW,フロント,69.6,122,6137
西-中,ベント(NEW,アナザー,66.9,119,5573
西-中,ベント(NEW,レディース,66.9,119,5573
西-中,ベント(OLD,バック,71.7,128,6568
西-中,ベント(OLD,レギュラー,70.4,123,6272
西-中,ベント(OLD,フロント,69.4,118,6030
西-中,ベント(OLD,アナザー,66.6,116,5466
西-中,ベント(OLD,レディース,66.6,116,5466
中-東,ベント(NEW,バック,71.5,124,6619
中-東,ベント(NEW,レギュラー,70.2,120,6283
中-東,ベント(NEW,フロント,69.1,118,6064
中-東,ベント(NEW,アナザー,66.4,111,5453
中-東,ベント(NEW,レディース,66.4,111,5453
中-東,ベント(OLD,バック,70.9,126,6503
中-東,ベント(OLD,レギュラー,69.7,119,6173
中-東,ベント(OLD,フロント,68.8,115,5968
中-東,ベント(OLD,アナザー,65.8,112,5357
中-東,ベント(OLD,レディース,65.8,112,5357
