Course,Green,Tee,CR,SR,Yards
アウト-イン,Aグリーン,バック,78.9,137,6747
アウト-イン,Aグリーン,レギュラー,77.3,134,6457
アウト-イン,Aグリーン,フロント,76.0,132,6243
アウト-イン,Aグリーン,ゴールド,74.2,129,5929
アウト-イン,Aグリーン,レディース,70.7,122,5334
アウト-イン,Bグリーン,バック,77.6,138,6480
アウト-イン,Bグリーン,レギュラー,76.0,134,6190
アウト-イン,Bグリーン,フロント,74.7,132,5985
アウト-イン,Bグリーン,ゴールド,73.1,129,5719
アウト-イン,Bグリーン,レディース,69.3,122,5067
