Course,Green,Tee,CR,SR,Yards
アウト-イン,コーライ,バック,71.5,136,6402
アウト-イン,コーライ,レギュラー,70.5,134,6181
アウト-イン,コーライ,フロント①,68.9,130,5881
アウト-イン,コーライ,フロント②,65.7,122,5181
アウト-イン,コーライ,ゴールド,64.5,109,4949
