Course,Green,Tee,CR,SR,Yards
袖ケ浦アウト-袖ケ浦イン,ニューグリーン,バック,81.7,148,7138
袖ケ浦アウト-袖ケ浦イン,ニューグリーン,レギュラー,79.0,142,6663
袖ケ浦アウト-袖ケ浦イン,ニューグリーン,フロント1,77.4,138,6382
袖ケ浦アウト-袖ケ浦イン,ニューグリーン,フロント2,73.7,126,5749
袖ケ浦アウト-袖ケ浦イン,オールドグリーン,バック,78.8,142,6651
袖ケ浦アウト-袖ケ浦イン,オールドグリーン,レギュラー,76.3,138,6184
袖ケ浦アウト-袖ケ浦イン,オールドグリーン,フロント1,74.6,136,5911
袖ケ浦アウト-袖ケ浦イン,オールドグリーン,フロント2,71.3,124,5336
新袖アウト-新袖イン,ニューグリーン,バック,77.5,140,6869
新袖アウト-新袖イン,ニューグリーン,レギュラー,75.6,135,6519
新袖アウト-新袖イン,ニューグリーン,フロント1,74.3,132,6265
新袖アウト-新袖イン,ニューグリーン,フロント2,71.5,124,5734
新袖アウト-新袖イン,オールドグリーン,バック,76.9,139,6745
新袖アウト-新袖イン,オールドグリーン,レギュラー,75.1,134,6395
新袖アウト-新袖イン,オールドグリーン,フロント1,73.8,131,6141
新袖アウト-新袖イン,オールドグリーン,フロント2,71.0,123,5610
