Course,Green,Tee,CR,SR,Yards
葛城-岩湧,ベント,バック,74.9,141,7101
葛城-岩湧,ベント,レギュラー,73.5,137,6725
葛城-岩湧,ベント,フロント,72.2,135,6515
葛城-岩湧,ベント,ゴールド,68.3,127,5594
葛城-岩湧,ベント,レディース,67.0,124,5355
葛城-岩湧,ベント,ピンク,65.7,122,4991
金剛-葛城,ベント,バック,74.5,139,7076
金剛-葛城,ベント,レギュラー,73.7,138,6736
金剛-葛城,ベント,フロント,71.9,134,6522
金剛-葛城,ベント,ゴールド,68.1,127,5602
金剛-葛城,ベント,レディース,66.5,122,5284
金剛-葛城,ベント,ピンク,65.2,119,4938
岩湧-金剛,ベント,バック,74.2,137,6973
岩湧-金剛,ベント,レギュラー,74.0,136,6729
岩湧-金剛,ベント,フロント,71.7,132,6441
岩湧-金剛,ベント,ゴールド,68.8,127,5710
岩湧-金剛,ベント,レディース,66.5,121,5273
岩湧-金剛,ベント,ピンク,65.5,120,4953
