Course,Green,Tee,CR,SR,Yards
西-中,メイン,バック,80.9,139,7089
西-中,メイン,レギュラー,77.3,134,6436
西-中,メイン,フロント,75.7,131,6196
西-中,メイン,レディス,70.9,120,5344
西-中,左,バック,80.7,139,7022
西-中,左,レギュラー,76.7,132,6369
西-中,左,フロント,75.4,129,6129
西-中,左,レディス,70.3,120,5277
西-中,右,バック,80.3,141,6995
西-中,右,レギュラー,76.6,134,6338
西-中,右,フロント,75.1,131,6100
西-中,右,レディス,70.2,124,5248
中-東,左,バック,80.1,138,6827
中-東,左,レギュラー,77.2,134,6380
中-東,左,フロント,75.7,131,6115
中-東,左,レディス,70.9,120,5299
中-東,メイン,バック,80.0,141,6856
中-東,メイン,レギュラー,77.6,136,6409
中-東,メイン,フロント,75.8,132,6144
中-東,メイン,レディス,71.2,121,5328
中-東,右,バック,79.4,141,6756
中-東,右,レギュラー,76.9,134,6305
中-東,右,フロント,75.1,131,6042
中-東,右,レディス,70.4,122,5226
東-西,メイン,バック,79.9,141,6877
東-西,メイン,レギュラー,76.9,135,6315
東-西,メイン,フロント,75.9,132,6164
東-西,メイン,レディス,71.3,124,5388
東-西,左,バック,79.6,139,6749
東-西,左,レギュラー,76.1,132,6187
東-西,左,フロント,75.1,129,6036
東-西,左,レディス,70.4,124,5260
東-西,右,バック,79.5,140,6827
東-西,右,レギュラー,76.5,135,6265
東-西,右,フロント,75.6,132,6114
東-西,右,レディス,71.0,124,5338
