Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,72.8,131,6776
アウト-イン,ベント,レギュラー,70.8,126,6322
アウト-イン,ベント,フロント,68.9,123,5922
アウト-イン,ベント,レディース,66.0,115,5279
