Course,Green,Tee,CR,SR,Yards
キングアウト-キングイン,メイン,チャンピオン,81.3,139,7058
キングアウト-キングイン,メイン,バック,79.0,133,6620
キングアウト-キングイン,メイン,レギュラー,76.1,125,6125
キングアウト-キングイン,メイン,フロント,73.7,121,5751
キングアウト-キングイン,メイン,レディス,70.2,116,5120
キングアウト-キングイン,サブ,チャンピオン,81.2,139,7052
キングアウト-キングイン,サブ,バック,78.8,133,6595
キングアウト-キングイン,サブ,レギュラー,75.8,125,6099
キングアウト-キングイン,サブ,フロント,73.6,121,5745
キングアウト-キングイン,サブ,レディス,70.0,115,5090
クイーンアウト-クイーンイン,ベント,フルバック,79.0,133,6751
クイーンアウト-クイーンイン,ベント,バック,77.4,130,6474
クイーンアウト-クイーンイン,ベント,レギュラー,75.4,124,6108
クイーンアウト-クイーンイン,ベント,フロント,73.3,122,5772
クイーンアウト-クイーンイン,ベント,レディス,69.1,114,5020
