Course,Green,Tee,CR,SR,Yards
榛名-妙義,ベント,バック,72.5,129,6765
榛名-妙義,ベント,レギュラー,71.0,125,6432
榛名-妙義,ベント,フロント,69.6,123,6146
榛名-妙義,ベント,レディース,65.9,115,5424
榛名-妙義,コーライ,バック,71.1,127,6518
榛名-妙義,コーライ,レギュラー,69.6,123,6185
榛名-妙義,コーライ,フロント,68.2,119,5899
榛名-妙義,コーライ,レディース,64.5,114,5177
赤城-榛名,ベント,バック,71.7,126,6687
赤城-榛名,ベント,レギュラー,70.0,123,6348
赤城-榛名,ベント,フロント,68.8,120,6085
赤城-榛名,ベント,レディース,66.1,115,5528
赤城-榛名,コーライ,バック,70.1,124,6391
赤城-榛名,コーライ,レギュラー,68.5,121,6052
赤城-榛名,コーライ,フロント,67.3,117,5789
赤城-榛名,コーライ,レディース,64.7,112,5232
妙義-赤城,ベント,バック,71.6,128,6574
妙義-赤城,ベント,レギュラー,70.0,125,6244
妙義-赤城,ベント,フロント,68.8,122,6005
妙義-赤城,ベント,レディース,65.6,115,5366
妙義-赤城,コーライ,バック,70.0,125,6273
妙義-赤城,コーライ,レギュラー,68.5,121,5943
妙義-赤城,コーライ,フロント,67.3,118,5704
妙義-赤城,コーライ,レディース,64.2,113,5065
高崎-岩平,ベント,バック,70.7,127,6475
高崎-岩平,ベント,レギュラー,68.9,124,6111
高崎-岩平,ベント,フロント,67.8,119,5855
高崎-岩平,ベント,レディース,64.9,112,5259
高崎-岩平,コーライ,バック,69.9,124,6321
高崎-岩平,コーライ,レギュラー,68.1,120,5957
高崎-岩平,コーライ,フロント,66.8,116,5701
高崎-岩平,コーライ,レディース,64.1,109,5105
岩平-吉井,ベント,バック,70.6,126,6394
岩平-吉井,ベント,レギュラー,68.7,123,5988
岩平-吉井,ベント,フロント,67.4,119,5723
岩平-吉井,ベント,レディース,65.0,112,5238
岩平-吉井,コーライ,バック,70.0,123,6249
岩平-吉井,コーライ,レギュラー,68.1,118,5843
岩平-吉井,コーライ,フロント,66.8,115,5578
岩平-吉井,コーライ,レディース,64.5,109,5093
吉井-高崎,ベント,バック,70.5,126,6371
吉井-高崎,ベント,レギュラー,69.0,123,6073
吉井-高崎,ベント,フロント,67.8,118,5816
吉井-高崎,ベント,レディース,65.3,111,5283
吉井-高崎,コーライ,バック,69.5,124,6186
吉井-高崎,コーライ,レギュラー,68.0,120,5888
吉井-高崎,コーライ,フロント,66.8,115,5631
吉井-高崎,コーライ,レディース,64.4,109,5098
